Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	123	10	12	12	9	11	11	12	13	10	12	8	11	10	13	11	12	11	10	11	11	12	12	11	9	11	16	11	10	11	11	12	9	12	9	12	11	11	9	12	10	4	3	
(null)	124	11	7	15	12	10	10	7	12	20	8	8	14	9	19	10	12	8	11	12	10	10	5	11	18	7	9	12	13	25	13	11	10	28	7	8	9	5	11	2	8	1	0	
(null)	125	14	6	9	10	6	6	11	10	9	12	13	13	9	13	7	12	11	12	14	12	5	11	13	9	12	12	12	11	10	13	11	10	11	5	14	11	15	14	15	9	13	3	
(null)	126	18	12	10	7	9	8	8	7	11	14	14	9	7	12	7	9	10	11	11	10	10	11	14	9	8	11	10	8	12	10	8	8	9	9	9	9	22	16	21	7	15	8	
(null)	127	17	7	11	9	13	8	11	9	5	9	16	9	6	7	13	12	7	15	9	8	13	7	10	5	11	10	11	10	8	11	9	11	6	9	10	10	23	13	24	10	12	13	
(null)	128	17	12	11	3	6	8	8	13	6	16	16	7	4	6	9	6	8	6	17	8	9	8	9	6	5	6	9	6	9	9	5	8	9	6	10	5	31	31	30	11	21	16	
(null)	129	36	0	2	0	0	0	18	1	0	0	22	0	10	0	4	6	28	17	19	36	0	17	25	0	10	18	2	1	0	1	29	25	0	19	16	10	18	24	11	21	0	0	
(null)	130	10	14	8	16	10	10	10	9	12	10	11	10	5	9	11	9	8	8	13	12	15	18	9	11	11	15	8	10	12	8	12	11	15	10	10	15	10	8	9	8	8	7	
(null)	131	105	0	1	0	4	10	3	0	15	4	3	13	3	16	21	16	10	11	10	19	2	1	10	17	6	2	2	9	18	7	9	12	12	4	2	21	8	12	5	20	0	0	
(null)	132	12	18	8	7	13	12	10	9	14	2	7	8	13	15	12	13	14	9	13	17	11	9	16	12	10	11	8	4	20	7	10	10	20	10	8	10	9	7	8	8	5	2	
(null)	133	19	4	13	3	3	4	10	9	15	9	14	13	13	13	20	14	13	7	14	13	2	13	14	13	14	11	13	9	12	12	13	15	9	8	12	15	9	6	6	9	1	0	
(null)	134	9	11	8	11	13	8	8	11	7	11	7	15	6	13	9	7	7	8	8	7	7	12	10	12	5	8	12	7	14	7	10	6	21	10	12	9	23	19	22	7	11	10	
(null)	135	10	13	9	14	8	12	9	15	10	12	12	13	8	10	9	11	8	13	8	8	9	10	11	12	9	9	10	17	12	11	7	9	9	10	10	9	13	9	13	7	12	7	
(null)	136	18	12	8	11	7	12	15	10	13	11	9	8	3	6	7	12	8	13	14	9	10	7	12	8	14	10	11	11	11	13	8	8	7	11	8	12	11	15	12	5	15	10	
(null)	137	12	6	4	15	8	11	9	11	6	6	16	8	5	8	10	6	8	19	10	7	7	17	6	6	15	14	8	13	9	10	23	14	17	11	6	10	16	12	16	4	11	5	
(null)	138	15	8	11	8	15	13	17	14	11	5	8	5	5	9	17	11	13	13	8	10	12	13	10	7	18	19	10	6	8	5	11	15	8	13	20	11	9	10	8	4	1	1	
(null)	139	20	9	6	9	10	4	14	13	10	9	16	7	2	8	12	12	12	15	6	9	5	6	10	21	6	7	7	7	7	6	11	12	9	9	10	7	21	13	21	9	16	11	
(null)	140	13	7	7	5	7	7	17	7	7	5	10	4	18	6	15	16	14	12	13	9	13	20	14	6	14	24	7	11	8	7	14	20	7	18	9	10	10	9	5	7	0	0	
(null)	141	11	4	5	6	6	5	7	9	12	4	5	6	8	13	14	14	10	5	12	15	11	16	25	11	20	27	11	11	13	23	7	5	19	23	16	9	4	1	3	3	2	1	
(null)	142	24	5	1	2	6	3	24	8	6	5	5	5	8	3	17	32	16	14	15	14	2	20	17	3	21	21	2	0	6	1	18	14	1	13	11	18	17	23	8	0	0	0	
(null)	143	10	13	9	7	13	11	9	10	13	11	8	9	11	13	9	12	10	7	9	9	17	13	9	9	13	13	12	11	13	8	8	9	17	8	11	13	6	7	6	12	6	5	
(null)	144	9	16	5	12	11	13	13	12	8	11	11	8	10	8	12	12	13	12	13	14	18	12	13	9	11	12	5	8	8	7	12	10	10	8	11	9	10	10	9	12	0	1	
(null)	145	12	12	8	6	6	6	7	4	12	17	21	8	3	8	4	9	6	3	8	8	10	11	10	4	5	7	11	4	11	10	5	6	7	7	8	4	34	28	35	8	17	16	
(null)	146	44	6	5	4	4	5	4	1	4	10	8	4	2	7	12	9	5	4	4	7	6	5	15	7	5	14	8	3	6	9	5	5	7	2	8	7	48	28	29	10	28	19	
(null)	147	20	11	8	6	7	7	7	8	9	10	12	9	1	5	6	8	6	7	8	6	7	5	14	7	8	12	9	8	9	9	7	8	9	9	7	5	26	26	25	12	22	15	
(null)	148	13	5	5	8	5	4	5	5	14	8	3	7	5	14	7	13	4	8	23	21	7	16	39	10	12	19	7	12	23	17	8	7	20	11	11	6	6	1	1	6	1	3	
(null)	149	10	9	8	2	3	4	12	8	10	17	8	13	2	10	12	12	19	13	9	10	7	8	8	9	7	16	8	15	12	9	23	15	3	13	11	15	12	9	8	10	7	4	
(null)	150	11	10	9	16	8	13	8	15	12	6	11	9	9	8	10	14	8	14	8	7	9	11	6	14	9	10	11	8	10	14	11	10	20	9	9	9	8	5	11	7	6	6	
(null)	151	24	15	19	0	9	9	21	1	2	1	16	7	5	0	7	11	13	8	0	26	12	21	0	14	4	10	24	1	2	20	20	12	12	17	15	7	12	13	6	3	0	0	
(null)	152	10	15	6	4	3	12	8	8	14	27	8	16	3	16	10	7	7	6	5	7	11	12	9	20	6	8	5	3	19	5	5	14	6	7	8	6	13	12	17	28	6	7	
(null)	153	34	6	15	8	2	1	16	8	3	8	14	0	8	2	21	21	16	21	4	15	1	14	8	4	13	14	2	5	1	8	13	12	1	13	18	20	19	13	15	0	0	1	
(null)	154	7	7	11	9	18	8	9	7	7	8	8	8	7	10	12	12	9	8	11	8	9	13	9	8	9	10	9	8	8	10	9	10	7	8	8	9	21	16	21	6	13	12	
(null)	155	9	11	9	6	10	9	10	8	9	9	7	8	9	11	10	10	9	11	13	12	12	15	10	13	8	13	11	8	10	10	10	10	10	9	17	9	7	9	8	11	6	10	
(null)	156	6	13	6	11	18	9	9	7	17	8	8	16	2	14	8	9	16	6	10	7	13	8	11	16	5	7	6	6	9	9	9	7	6	7	7	9	16	17	19	8	11	10	
(null)	157	6	7	20	44	13	14	12	12	2	6	6	1	6	2	11	11	6	6	8	5	47	14	8	4	8	21	21	9	3	12	6	6	2	14	8	10	4	6	3	9	0	1	
(null)	158	13	10	11	11	10	7	9	4	9	12	9	6	3	10	11	9	9	7	7	7	7	9	11	6	8	8	12	10	9	9	9	8	9	7	11	7	21	19	18	10	11	17	
(null)	159	28	5	8	2	3	2	5	7	2	8	12	5	4	2	2	2	5	1	8	8	3	3	14	2	3	3	4	2	0	1	3	3	3	4	2	1	64	41	64	6	43	21	
(null)	160	14	7	13	2	5	5	10	10	8	8	12	11	4	12	14	16	15	9	10	11	4	5	12	11	8	12	16	7	5	10	13	9	8	9	9	13	13	9	11	9	12	6	
(null)	161	13	4	9	5	10	9	8	13	12	4	4	15	7	10	16	6	9	7	8	8	9	11	12	14	26	9	4	3	11	13	20	27	11	5	9	11	12	7	9	6	0	0	
(null)	162	13	11	13	10	6	15	9	5	4	9	6	7	4	6	11	9	8	4	8	11	9	6	11	6	9	9	9	10	5	8	4	8	6	7	10	7	27	19	28	6	16	16	
(null)	163	12	5	7	6	20	4	13	8	6	6	7	9	7	12	6	6	17	10	18	12	8	13	13	10	8	17	12	21	11	9	8	7	17	22	12	10	3	1	2	6	1	2	
(null)	164	12	7	7	15	10	15	9	22	32	6	7	8	6	6	7	8	7	12	7	5	6	8	6	23	10	10	7	8	13	6	6	12	15	5	5	8	11	6	11	7	6	6	
(null)	165	10	12	0	4	3	12	16	21	1	14	13	0	17	0	20	14	10	19	8	11	12	13	18	2	18	16	0	4	1	1	11	10	1	12	15	16	15	12	17	1	2	1	
(null)	166	8	6	8	8	8	8	12	10	11	12	8	9	8	8	13	10	8	11	13	8	6	10	10	6	8	11	11	12	9	11	12	7	8	13	12	11	13	9	14	8	7	7	
(null)	167	10	11	4	4	6	4	12	11	18	13	7	12	2	22	15	9	7	9	9	6	4	10	10	16	19	11	3	2	16	1	10	6	12	13	8	5	16	13	17	4	4	6	
(null)	168	13	6	0	5	2	2	6	6	2	1	7	0	22	2	17	13	12	11	15	30	7	7	26	5	36	35	1	2	3	1	4	14	7	4	19	33	3	6	0	3	3	2	
(null)	169	25	7	6	2	1	3	6	3	5	9	5	3	2	7	4	5	4	2	9	4	3	1	11	4	2	5	4	4	4	3	1	5	2	10	9	3	49	41	41	5	48	25	
(null)	170	9	6	5	15	15	12	9	12	8	10	10	8	3	12	15	9	7	9	7	12	8	7	6	12	16	14	6	13	7	9	5	11	12	7	6	14	10	6	10	6	6	8	
(null)	171	13	13	10	10	10	13	5	11	10	14	6	10	10	8	7	11	10	5	11	9	12	5	10	6	13	7	10	8	8	11	12	9	13	9	9	9	8	12	10	11	2	1	
(null)	172	13	12	7	14	11	11	6	8	9	13	10	7	6	12	16	13	13	4	8	9	8	9	9	9	10	8	8	9	10	7	12	11	9	8	10	10	9	5	11	10	3	3	
(null)	173	10	12	11	8	9	9	8	8	5	5	7	10	6	8	13	13	8	7	7	9	8	9	11	8	7	11	9	11	6	9	10	7	10	9	9	8	15	13	15	7	11	12	
(null)	174	14	8	6	5	8	4	6	6	7	9	13	8	5	7	7	6	6	6	6	8	8	8	10	5	7	15	4	9	8	6	6	7	7	5	10	6	35	16	35	10	10	12	
(null)	175	8	8	11	7	8	10	9	10	7	9	8	9	7	10	9	9	8	8	7	10	7	7	11	9	7	9	10	10	8	10	8	8	7	9	9	9	17	10	15	8	10	11	
(null)	176	11	8	8	8	8	9	8	8	10	6	8	9	6	12	8	12	7	8	6	8	7	9	10	16	6	11	7	10	10	11	9	12	12	9	6	6	12	10	15	9	9	6	
(null)	177	14	7	4	4	9	6	12	5	8	6	8	4	6	6	7	11	9	11	4	7	5	7	8	11	8	7	11	16	14	14	7	7	9	8	6	10	21	15	23	9	8	6	
(null)	178	9	14	11	4	12	10	6	6	13	4	8	10	7	13	18	7	12	9	7	9	8	5	7	17	9	4	7	8	20	8	8	16	13	11	6	7	7	7	7	11	1	2	
(null)	179	7	4	5	5	14	5	5	11	5	3	9	12	41	7	5	7	9	13	2	6	4	3	7	5	7	13	9	8	4	9	17	11	11	6	14	4	18	14	19	4	3	9	
(null)	180	4	5	3	6	29	5	19	14	1	7	9	4	18	4	14	14	13	6	16	4	2	20	16	7	14	18	4	10	3	11	5	7	5	15	17	8	2	0	1	14	0	0	
(null)	181	12	8	16	5	6	9	9	17	3	3	9	2	7	9	11	15	8	4	8	8	7	18	6	6	16	17	9	15	9	2	10	3	7	4	17	6	12	12	13	11	4	0	
(null)	182	21	11	5	12	0	2	3	35	10	0	6	1	26	2	4	4	13	10	20	27	22	10	35	0	18	7	10	11	3	7	13	9	0	5	3	1	0	0	0	6	0	0	
(null)	183	7	8	7	5	7	5	10	7	8	7	11	5	8	5	7	10	9	15	6	12	5	9	7	8	10	13	7	7	8	8	10	10	6	8	12	12	19	7	19	6	13	9	
(null)	184	8	15	7	7	9	13	10	11	6	6	12	5	8	6	6	8	6	11	9	8	6	7	9	4	8	13	6	9	6	7	7	7	9	7	8	7	20	8	23	9	11	7	
(null)	185	9	9	9	10	9	10	9	10	6	7	11	7	5	7	7	9	11	7	10	11	9	7	10	9	7	8	9	9	8	9	10	7	8	8	9	8	14	12	10	9	9	7	
(null)	186	8	11	6	12	7	6	8	17	13	7	7	10	4	6	13	9	10	9	7	6	4	13	6	10	7	12	6	7	11	7	12	10	14	17	9	11	8	6	8	8	5	2	
(null)	187	7	5	6	5	5	4	24	7	5	3	8	4	10	4	12	11	6	6	6	7	4	25	9	4	15	40	7	10	4	7	5	7	10	16	19	4	8	6	8	4	5	6	
(null)	188	12	9	8	10	13	10	11	7	2	3	13	11	3	6	6	10	9	11	4	9	11	5	6	2	7	13	10	7	7	8	11	10	8	15	9	9	17	10	17	5	7	6	
(null)	189	8	10	8	15	13	12	12	9	9	12	7	11	4	6	9	8	8	8	4	7	12	6	7	11	11	11	9	10	7	6	8	7	10	6	6	8	11	6	10	10	7	8	
(null)	190	10	2	22	11	3	11	5	11	7	9	4	8	14	8	6	3	5	4	5	18	13	6	14	9	7	22	24	7	9	26	6	6	9	8	9	4	2	5	7	6	0	1	
(null)	191	15	8	9	4	3	5	10	6	7	8	6	5	4	9	5	7	6	4	10	8	8	3	12	10	5	3	4	6	5	10	4	4	4	3	4	7	31	21	31	9	23	20	
(null)	192	12	5	8	3	4	5	7	5	4	11	12	4	3	11	4	2	6	1	7	7	8	8	13	4	3	5	12	2	9	7	4	4	3	4	9	7	38	22	30	5	32	15	
(null)	193	8	8	9	11	12	12	10	8	9	6	7	10	9	11	7	9	10	7	7	9	11	12	8	9	7	8	9	6	8	6	10	9	8	9	8	10	9	7	5	12	7	6	
(null)	194	11	8	6	10	5	6	7	14	6	8	11	9	7	7	9	9	11	16	8	10	9	5	8	7	8	11	8	5	7	9	12	10	10	9	8	8	12	8	12	8	7	4	
(null)	195	8	45	2	28	16	16	9	11	2	21	10	7	6	4	6	11	6	3	8	7	12	9	7	3	10	7	4	0	5	3	7	7	2	8	7	13	9	11	11	1	0	0	
(null)	196	16	8	5	14	16	9	10	6	2	10	6	7	4	1	16	13	8	10	8	9	6	11	6	6	17	9	7	3	0	12	12	11	6	14	6	6	16	9	10	3	10	4	
(null)	197	8	7	8	6	7	9	9	10	9	8	8	7	8	9	10	6	10	18	9	8	11	10	8	7	11	7	6	7	9	6	9	9	9	10	9	8	12	8	13	8	6	4	
(null)	198	8	6	5	3	6	7	6	6	8	5	7	9	10	18	3	6	12	7	9	8	4	7	8	4	9	11	4	6	14	4	8	11	10	8	6	7	22	17	24	6	13	9	
(null)	199	19	5	14	8	8	9	0	2	1	12	13	12	11	14	2	19	13	3	3	1	6	0	12	16	0	20	8	2	1	28	1	2	1	2	9	3	21	11	20	5	12	11	
(null)	200	8	8	8	3	4	6	10	5	6	9	9	9	5	7	8	12	6	6	8	6	5	4	17	5	5	6	8	4	5	9	6	6	5	8	7	7	24	22	23	7	19	15	
(null)	201	6	10	7	7	4	17	11	5	9	7	12	5	7	7	6	7	7	8	5	6	10	15	15	10	6	12	7	10	10	6	8	7	8	16	12	6	8	11	8	5	11	5	
(null)	202	8	9	15	6	8	8	5	8	9	12	6	9	4	12	8	9	6	8	9	9	7	6	7	9	7	11	21	8	9	10	6	10	12	8	6	7	8	10	5	7	11	4	
(null)	203	8	3	12	4	6	2	13	7	13	11	5	12	10	13	7	7	6	5	8	8	7	13	8	9	10	13	13	6	11	10	12	7	20	14	11	5	11	5	6	4	1	0	
(null)	204	7	13	14	21	17	4	11	9	14	1	5	10	5	8	9	11	7	8	11	9	24	12	16	10	6	10	12	1	9	2	7	3	18	9	9	4	1	6	1	2	0	0	
(null)	205	15	6	11	5	6	4	3	3	5	10	9	7	2	9	1	3	3	1	5	5	3	2	12	6	2	4	9	6	1	4	3	2	5	1	5	6	42	33	49	6	25	16	
(null)	206	17	7	11	4	8	9	6	8	6	13	6	7	3	7	6	6	5	7	7	6	3	6	10	2	6	8	5	5	6	5	8	5	7	5	7	7	29	19	30	9	11	13	
(null)	207	8	7	8	13	12	9	6	8	7	6	4	5	7	12	10	11	9	6	11	7	8	11	11	7	7	27	9	5	8	6	8	9	9	13	14	10	7	6	7	4	1	1	
(null)	208	10	9	9	9	9	9	7	3	5	7	12	8	7	6	10	9	7	9	9	7	9	8	10	5	7	8	7	8	5	7	10	7	10	8	7	7	13	16	13	10	11	6	
(null)	209	8	8	8	5	7	7	6	9	5	17	12	7	2	5	3	6	8	5	7	5	7	8	8	7	10	5	9	6	10	6	4	4	4	7	6	7	20	26	19	9	13	17	
(null)	210	14	5	6	10	5	5	6	21	7	13	5	7	2	10	4	4	8	14	18	10	10	5	17	8	5	3	6	4	10	5	15	15	15	8	4	3	15	11	11	4	3	1	
(null)	211	7	7	8	9	10	6	7	8	9	7	7	7	5	5	8	6	9	12	9	10	11	8	8	10	9	9	8	10	6	13	12	8	10	7	9	8	11	9	10	6	8	6	
(null)	212	3	3	11	4	15	4	14	4	5	6	8	5	11	8	8	10	19	9	13	11	4	24	8	4	6	25	10	7	8	9	11	5	12	15	12	7	4	0	0	8	1	0	
(null)	213	10	9	12	7	6	7	8	7	10	11	6	5	1	9	8	14	9	5	9	8	10	7	9	7	8	10	9	7	6	7	6	5	6	8	8	6	14	15	14	8	11	7	
(null)	214	8	8	7	7	15	8	8	11	7	13	8	8	4	8	7	7	9	9	6	9	7	6	8	7	10	7	9	8	6	10	10	7	9	7	12	9	10	8	7	6	9	9	
(null)	215	8	9	16	1	9	11	8	5	14	8	11	5	9	11	7	10	6	4	3	9	7	8	7	13	10	7	14	13	12	12	9	4	10	6	8	7	5	6	5	17	1	0	
(null)	216	4	10	3	12	10	7	7	10	11	5	7	10	24	9	10	11	7	21	8	11	11	4	9	10	7	10	9	2	15	4	3	2	4	10	5	18	3	7	2	7	3	2	
(null)	217	10	7	10	6	7	7	8	10	8	7	8	8	5	10	8	9	9	6	9	8	9	8	9	7	8	8	8	9	9	8	8	9	7	7	8	9	11	7	11	10	7	7	
(null)	218	11	5	5	2	6	7	6	12	10	13	6	8	7	10	7	6	6	8	9	9	12	8	7	11	8	7	5	12	11	8	6	6	9	4	8	8	17	4	16	8	9	7	
(null)	219	17	5	6	7	8	8	10	8	5	4	9	5	4	2	9	7	8	4	8	5	8	6	7	12	7	10	4	14	6	6	7	6	10	4	7	5	29	10	22	6	12	6	
(null)	220	8	6	13	9	7	9	9	7	7	10	8	8	4	6	10	8	7	7	3	5	9	5	6	8	6	9	9	21	9	8	7	8	9	6	8	9	10	13	12	8	6	5	
(null)	221	8	11	8	1	6	5	7	1	9	7	7	3	12	5	24	18	10	11	7	9	24	5	7	11	14	14	8	7	7	4	5	10	10	7	15	7	6	2	6	3	0	0	
(null)	222	10	10	9	8	6	6	9	5	8	9	11	5	5	7	7	9	7	4	7	7	6	5	9	4	7	11	6	7	9	5	10	7	9	7	8	10	15	16	15	8	10	7	
(null)	223	9	9	9	7	9	10	9	9	3	10	8	7	3	5	14	8	8	5	8	6	6	8	9	8	7	7	9	7	6	7	4	7	4	7	10	8	10	14	10	11	15	10	
(null)	224	11	3	6	9	2	9	6	10	4	1	6	4	6	5	14	10	12	14	3	7	6	16	5	2	10	11	5	3	5	11	4	7	5	11	10	6	19	10	15	10	10	15	
(null)	225	11	7	8	5	7	4	4	6	4	12	8	6	2	3	5	7	5	5	6	5	7	8	9	3	5	4	6	4	5	9	4	3	7	4	6	5	30	17	32	12	22	16	
(null)	226	10	6	7	6	7	5	7	7	7	4	11	4	5	4	16	11	9	15	7	6	1	12	9	5	8	12	6	5	6	7	6	12	4	10	9	7	13	7	19	8	10	7	
(null)	227	11	11	5	6	6	6	5	9	17	8	8	11	9	16	8	12	10	8	11	10	5	6	10	14	8	3	3	4	15	3	9	8	17	6	6	7	4	6	1	6	5	2	
(null)	228	10	7	8	13	6	4	5	9	10	8	13	5	7	7	10	5	9	8	10	7	7	17	9	10	8	6	5	9	8	4	12	7	10	12	7	8	9	4	6	5	7	4	
(null)	229	7	8	5	6	5	8	6	4	6	10	7	7	6	9	5	10	10	9	9	9	25	6	7	10	7	6	4	8	4	8	11	11	9	9	9	4	8	10	9	11	5	8	
(null)	230	18	13	12	4	8	4	3	6	10	15	8	6	5	11	5	9	0	0	14	5	9	7	6	2	1	5	13	3	11	8	5	5	5	5	16	2	19	11	17	6	10	12	
(null)	231	17	7	3	6	7	6	6	3	6	3	5	5	6	5	12	9	6	8	10	9	6	7	11	7	8	14	6	11	5	9	7	6	6	7	10	10	14	12	14	8	10	7	
(null)	232	8	5	9	5	6	8	5	14	6	10	8	7	5	8	11	8	6	4	10	9	5	9	7	2	12	4	7	7	5	6	7	8	8	7	6	15	17	11	17	7	12	3	
(null)	233	9	2	5	3	2	1	15	24	6	6	5	3	7	2	7	12	11	8	13	13	2	15	14	5	11	14	7	3	6	6	11	14	5	20	16	5	8	8	9	1	0	0	
(null)	234	7	8	11	5	12	4	8	8	4	9	8	7	1	7	5	4	7	3	8	5	23	6	8	5	4	6	8	5	6	4	5	6	3	4	8	4	22	24	21	10	12	8	
(null)	235	14	6	8	6	5	12	5	5	6	13	11	6	1	7	7	4	7	7	9	7	4	5	8	3	2	5	5	3	5	5	5	6	10	6	5	7	20	21	24	6	22	10	
(null)	236	11	8	5	3	5	6	3	6	13	10	5	7	8	11	12	12	7	10	16	12	4	8	10	7	11	11	8	7	11	7	9	10	8	7	10	11	6	8	4	4	1	0	
(null)	237	13	3	12	4	10	2	7	11	4	3	8	4	11	4	8	8	12	14	16	11	5	7	11	4	9	6	12	6	4	10	16	12	2	9	5	9	10	12	10	2	3	2	
(null)	238	10	6	5	7	7	7	11	8	7	6	5	8	10	5	7	11	8	9	13	10	5	10	13	9	13	8	6	6	7	6	11	11	6	7	10	14	6	6	4	7	3	3	
(null)	239	3	1	6	5	7	6	9	12	3	6	10	8	7	8	9	10	5	4	14	12	8	15	5	7	1	15	6	8	8	7	3	6	2	15	13	11	11	6	11	12	9	6	
(null)	240	13	7	2	12	8	8	7	8	11	6	9	8	8	9	9	8	6	5	6	11	11	11	4	9	12	6	5	14	11	4	8	10	10	7	9	10	12	0	0	16	0	0	
(null)	241	9	9	8	1	7	9	7	6	4	4	9	6	9	8	7	6	7	7	11	10	7	10	6	6	5	9	10	8	10	5	6	7	10	6	8	9	14	14	13	5	11	5	
(null)	242	19	9	8	7	10	3	9	7	5	7	8	7	10	10	9	9	7	5	4	8	7	11	8	12	6	7	13	12	9	10	6	4	13	4	8	3	6	2	6	9	6	5	
(null)	243	7	2	6	5	14	6	3	10	14	5	4	10	13	10	11	12	9	5	7	8	3	5	8	11	10	7	6	5	13	6	4	8	27	5	6	7	9	6	9	7	1	2	
(null)	244	3	9	6	8	5	6	9	3	14	8	8	6	2	7	8	5	10	2	6	10	5	8	7	6	6	3	11	7	7	7	11	11	6	8	6	10	17	10	17	11	10	7	
(null)	245	10	6	9	2	8	7	9	7	4	4	7	8	4	6	8	6	9	9	8	9	8	8	8	5	7	9	9	7	5	9	8	8	4	6	9	8	12	11	12	8	14	10	
(null)	246	7	7	9	8	7	1	5	11	9	7	6	3	6	5	11	2	4	11	8	6	8	4	6	3	13	12	13	10	7	12	9	5	12	16	7	8	7	8	12	3	9	6	
(null)	247	7	9	3	16	11	5	3	7	11	3	2	6	8	3	13	8	7	11	4	9	7	9	2	10	15	13	5	22	10	2	13	8	6	10	2	13	8	1	8	9	3	1	
(null)	248	8	4	10	14	3	3	8	10	12	7	6	8	3	6	7	6	7	6	9	9	11	4	8	12	7	10	10	4	16	9	8	6	19	12	9	6	5	7	5	7	0	1	
(null)	249	13	8	7	3	5	5	6	7	8	5	6	8	6	13	8	9	8	7	10	12	6	7	19	9	9	5	9	7	11	8	10	11	5	7	7	8	8	10	6	5	1	0	
(null)	250	7	3	5	6	4	5	8	11	6	8	9	9	4	8	5	8	11	9	11	11	6	10	5	9	9	14	7	11	6	8	6	4	9	9	7	6	15	7	9	4	8	5	
(null)	251	8	12	8	9	13	10	11	5	8	7	8	8	6	10	12	11	6	7	6	8	9	5	7	8	9	13	8	6	13	9	7	6	10	1	11	7	2	1	2	9	1	3	
(null)	252	8	8	7	2	4	9	6	8	3	4	7	5	8	9	5	5	10	13	6	11	7	7	7	3	3	5	9	8	3	3	9	8	6	5	6	2	25	13	25	9	9	8	
(null)	253	6	9	7	5	8	7	13	7	6	6	9	13	2	6	5	4	4	11	3	5	8	6	7	6	4	15	6	8	7	7	7	10	6	4	8	7	14	11	14	8	10	9	
(null)	254	15	4	4	2	4	13	3	2	2	4	3	4	2	3	1	2	6	10	2	2	8	12	8	3	5	10	4	4	6	3	1	6	7	2	25	2	30	19	30	12	15	17	
(null)	255	10	7	4	4	5	6	7	25	7	5	6	7	8	7	9	8	11	9	9	11	7	7	10	6	8	8	5	3	6	6	14	13	8	10	10	7	4	8	3	4	2	2	
(null)	256	5	9	5	15	24	12	4	8	10	7	5	6	1	5	7	5	6	19	6	4	6	3	4	13	3	5	6	22	8	8	6	4	19	4	5	8	8	4	8	3	3	3	
(null)	257	7	8	4	3	4	6	5	8	4	11	13	3	6	4	6	9	5	10	6	9	7	5	7	4	9	10	7	9	7	6	9	7	18	12	10	10	8	10	8	9	7	5	
(null)	258	12	7	8	5	7	9	9	9	5	8	10	3	7	6	8	14	6	6	5	5	9	3	7	7	7	14	7	6	5	9	7	5	6	5	6	4	10	18	9	7	7	8	
(null)	259	8	9	7	5	8	6	9	8	4	7	6	6	5	6	7	11	7	8	5	7	9	7	8	8	10	10	6	8	6	7	5	8	8	6	6	7	15	5	12	7	10	8	
(null)	260	7	9	6	8	9	14	7	7	7	7	6	7	5	6	7	6	6	6	6	6	9	6	9	6	6	7	5	7	7	9	12	7	9	2	6	6	10	9	10	8	11	9	
(null)	261	11	6	8	1	1	15	3	2	2	9	7	4	2	7	2	5	4	7	6	6	4	5	8	2	7	9	3	10	8	4	6	4	1	2	5	6	35	17	32	4	19	13	
(null)	262	10	7	6	2	6	13	5	1	4	9	10	7	3	5	1	6	12	12	5	8	5	7	8	6	5	6	4	8	8	5	4	12	9	3	5	6	15	12	16	7	15	13	
(null)	263	12	3	5	3	4	5	8	8	7	6	7	7	4	9	9	10	8	5	9	10	4	8	7	9	6	6	10	9	7	6	11	8	7	12	8	8	11	3	19	5	4	4	
(null)	264	9	7	5	5	10	3	8	11	9	10	7	4	9	7	7	8	10	7	11	7	7	9	7	8	8	9	5	5	7	4	10	11	8	8	8	7	9	8	9	6	2	1	
(null)	265	6	13	11	8	7	7	6	6	11	11	7	9	7	8	7	7	9	6	7	5	6	6	6	10	7	10	10	6	12	11	7	7	11	7	6	7	5	5	4	8	1	0	
(null)	266	9	8	6	7	5	6	7	5	7	8	8	6	1	6	11	10	8	9	7	7	4	9	7	3	8	9	7	6	4	9	7	8	9	7	8	6	13	11	12	6	7	9	
(null)	267	6	6	5	3	5	2	11	8	8	7	5	7	2	9	12	11	6	7	9	7	9	8	7	12	8	16	8	5	8	6	12	5	12	8	9	9	7	4	8	3	4	5	
(null)	268	10	7	10	4	12	10	8	11	6	12	6	8	4	7	12	4	5	7	6	10	4	4	7	10	4	9	5	10	5	8	5	5	6	3	11	7	15	4	13	5	8	2	
(null)	269	16	6	10	2	5	5	4	9	5	5	14	6	6	8	11	7	12	9	4	3	6	6	6	5	3	6	8	4	7	5	10	7	7	5	5	3	15	13	14	8	10	8	
(null)	270	8	7	7	3	8	5	10	6	9	6	10	7	4	8	5	7	10	6	9	8	4	7	8	6	6	7	9	6	6	9	8	9	7	5	8	10	10	11	10	6	5	6	
